id,pIC50_mean,pIC50_median,smiles,pic50,assay_desc,assay_chembl_id,target_chembl_id,standard_value,standard_units,standard_type,human_agonists,pIC50
CHEMBL5266755,6.371641127011257,6.371641127011257,COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(O)c(C(C)(C)C)c3)c2C)c1,6.68,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,210.0,nM,IC50,True,6.6777807052660805
CHEMBL5266983,6.972693472721556,6.972693472721556,CCCCOc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,7.27,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,54.0,nM,IC50,True,7.267606240177032
CHEMBL5267038,6.337242168318426,6.337242168318426,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC(F)(F)F)ccc2OC)c1C,6.34,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,460.0,nM,IC50,True,6.337242168318426
CHEMBL5267285,5.1243604480083285,5.1243604480083285,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCN3CCOCC3)c2C)c1,5.33,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,4700.0,nM,IC50,True,5.327902142064283
CHEMBL5267901,5.617982957425132,5.617982957425132,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2)c1C,5.62,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,2410.0,nM,EC50,True,5.617982957425132
CHEMBL5268267,5.872363747448347,5.872363747448347,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3NC(=O)OC(C)(C)C)c2C)c1,6.82,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,150.0,nM,EC50,True,6.823908740944319
CHEMBL5268870,5.0774509799928715,5.0774509799928715,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN3CCN(C)CC3)c2C)c1,5.0,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,10000.0,nM,IC50,True,5.0
CHEMBL5269184,6.045757490560675,6.045757490560675,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3N)c2C)c1,6.05,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,900.0,nM,EC50,True,6.045757490560675
CHEMBL5269205,5.75713928675921,5.75713928675921,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN(C)C)c2C)c1,5.75,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,1800.0,nM,IC50,True,5.7447274948966935
CHEMBL5269952,5.595557066320094,5.595557066320094,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN3CCOCC3)c2C)c1,5.85,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,1400.0,nM,IC50,True,5.853871964321762
CHEMBL5269977,6.920818753952375,6.920818753952375,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,6.92,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,120.0,nM,IC50,True,6.920818753952375
CHEMBL5270149,5.552841968657781,5.552841968657781,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)cc(OC)c2)c1C,5.55,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,2800.0,nM,EC50,True,5.552841968657781
CHEMBL5270384,6.154901959985743,6.154901959985743,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C(F)(F)F)ccc2OC)c1C,6.16,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,700.0,nM,IC50,True,6.154901959985743
CHEMBL5271121,5.366531544420414,5.366531544420414,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccnc2)c1C,5.37,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,4300.0,nM,EC50,True,5.366531544420414
CHEMBL5271191,5.455931955649724,5.455931955649724,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C)c3)c2C)c1,5.46,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,3500.0,nM,EC50,True,5.455931955649724
CHEMBL5271698,6.522878745280337,6.522878745280337,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(F)ccc2OC)c1C,6.52,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,300.0,nM,IC50,True,6.522878745280337
CHEMBL5271913,6.6243604480083285,6.6243604480083285,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C#N)cc(C(C)(C)C)c3)c2C)c1,6.92,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,120.0,nM,IC50,True,6.920818753952375
CHEMBL5272707,6.610924374808178,6.610924374808178,COc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,6.92,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,120.0,nM,IC50,True,6.920818753952375
CHEMBL5273045,5.8529874529523385,5.8529874529523385,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C(C)(C)C)c3)c2C)c1,6.32,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,480.0,nM,IC50,True,6.318758762624412
CHEMBL5273515,6.552841968657781,6.552841968657781,COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(N)c(C(C)(C)C)c3)c2C)c1,6.55,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,280.0,nM,EC50,True,6.552841968657781
CHEMBL5273565,6.65401744861632,6.65401744861632,CNc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,6.92,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,120.0,nM,IC50,True,6.920818753952375
CHEMBL5273985,5.4089353929735005,5.4089353929735005,CCCCNc1ccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1C(C)(C)C,5.41,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,3900.0,nM,IC50,True,5.4089353929735005
CHEMBL5274653,6.083745543646882,6.083745543646882,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(O)cc(C(C)(C)C)c3)c2C)c1,6.47,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,340.0,nM,IC50,True,6.468521082957745
CHEMBL5274748,7.105350694420279,7.105350694420279,CCC[C@@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,8.09,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,8.1,nM,EC50,True,8.09151498112135
CHEMBL5274800,7.130768280269024,7.130768280269024,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,7.13,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,74.0,nM,IC50,True,7.130768280269024
CHEMBL5274837,5.380475453429904,5.380475453429904,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCCO)c2C)c1,5.29,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,5100.0,nM,IC50,True,5.292429823902063
CHEMBL5275510,5.698970004336019,5.698970004336019,COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(NC(C)=O)c(C(C)(C)C)c3)c2C)c1,5.7,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,2000.0,nM,EC50,True,5.698970004336019
CHEMBL5275863,4.585026652029182,4.585026652029182,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(N4CCCCC4)c3)c2C)c1,4.58,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,26000.0,nM,IC50,True,4.585026652029182
CHEMBL5276093,4.991399828238082,4.991399828238082,COc1ccc(OC)c(-n2nnc(C(=O)Nc3nc4ccccc4n3C)c2C)c1,4.99,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,10200.0,nM,EC50,True,4.991399828238082
CHEMBL5276468,7.119788758288394,7.119788758288394,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.62,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,24.0,nM,IC50,True,7.619788758288394
CHEMBL5276535,7.066856330457902,7.066856330457902,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c2C)c1,7.31,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,49.0,nM,IC50,True,7.309803919971486
CHEMBL5276676,5.3872161432802645,5.3872161432802645,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccc(OC)cc2OC)c1C,5.39,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,4100.0,nM,EC50,True,5.3872161432802645
CHEMBL5276688,4.866649016557956,4.866649016557956,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(N4CCCC4)c3)c2C)c1,5.06,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,8800.0,nM,IC50,True,5.055517327849831
CHEMBL5276751,5.315763580779819,5.315763580779819,CCCCOc1ccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1C(C)(C)C,5.5,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,3200.0,nM,IC50,True,5.494850021680094
CHEMBL5276756,5.684531940467904,5.684531940467904,COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(N(C)C)c(C(C)(C)C)c3)c2C)c1,6.24,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,570.0,nM,EC50,True,6.2441251443275085
CHEMBL5277006,6.920818753952375,6.920818753952375,CCC[C@@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,6.92,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,120.0,nM,IC50,True,6.920818753952375
CHEMBL5277096,4.667561540084395,4.667561540084395,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(-c4nnn[nH]4)cc(C(C)(C)C)c3)c2C)c1,4.67,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,21500.0,nM,IC50,True,4.667561540084395
CHEMBL5277255,8.045757490560675,8.045757490560675,CCC[C@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,8.05,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,9.0,nM,IC50,True,8.045757490560675
CHEMBL5277418,4.468521082957745,4.468521082957745,COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(C(C)(C)C)cc3)c2C)c1,4.47,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,34000.0,nM,IC50,True,4.468521082957745
CHEMBL5277482,6.988168040901103,6.988168040901103,CCCCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.36,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,44.0,nM,IC50,True,7.356547323513812
CHEMBL5277556,4.6020599913279625,4.6020599913279625,COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccccc3)c2C)c1,4.6,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,25000.0,nM,EC50,True,4.6020599913279625
CHEMBL5277595,6.523845995168937,6.523845995168937,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(Br)cc(C(C)(C)C)c3)c2C)c1,6.85,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,140.0,nM,IC50,True,6.853871964321762
CHEMBL5277632,7.147496020333332,7.147496020333332,CCCCNc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,7.41,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,39.0,nM,IC50,True,7.4089353929735005
CHEMBL5278057,6.0,6.0,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccc(OC)c2OC)c1C,6.0,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,1000.0,nM,EC50,True,6.0
CHEMBL5278206,5.8297382846050425,5.8297382846050425,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2F)c1C,5.83,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,1480.0,nM,EC50,True,5.8297382846050425
CHEMBL5279641,5.686829816312478,5.686829816312478,CNc1ccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1C(C)(C)C,6.52,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,300.0,nM,EC50,True,6.522878745280337
CHEMBL5279796,6.1386830387330935,6.1386830387330935,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(B4OC(C)(C)C(C)(C)O4)cc(C(C)(C)C)c3)c2C)c1,6.48,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,330.0,nM,IC50,True,6.481486060122113
CHEMBL5279980,5.7447274948966935,5.7447274948966935,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OC)c2C)c1,5.75,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,1800.0,nM,IC50,True,5.7447274948966935
CHEMBL5280042,6.358349385648225,6.358349385648225,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2OC)c1C,6.32,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,480.0,nM,EC50,True,6.318758762624412
CHEMBL5280444,5.326823512774681,5.326823512774681,COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccccc3C(C)(C)C)c2C)c1,6.13,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,740.0,nM,EC50,True,6.130768280269024
CHEMBL5281952,8.161150909262744,8.161150909262744,CCCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,8.16,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,6.9,nM,IC50,True,8.161150909262744
CHEMBL5282848,7.422331981267469,7.422331981267469,CCC(C)COc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.89,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,13.0,nM,IC50,True,7.886056647693163
CHEMBL5283855,5.356547323513812,5.356547323513812,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccc(OC)c(OC)c2)c1C,5.36,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,4400.0,nM,EC50,True,5.356547323513812
CHEMBL5284102,7.387345359137068,7.387345359137068,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(-c4ccccc4)cc(C(C)(C)C)c3)c2C)c1,7.85,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,14.0,nM,IC50,True,7.853871964321762
CHEMBL5284539,8.426935982160881,8.426935982160881,CCC[C@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,9.0,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,1.0,nM,IC50,True,9.0
CHEMBL5285078,6.00436480540245,6.00436480540245,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3NC(C)=O)c2C)c1,6.0,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,990.0,nM,EC50,True,6.00436480540245
CHEMBL5285451,7.7447274948966935,7.7447274948966935,CCC[C@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(Cl)ccc2OC)c1C,7.75,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,18.0,nM,IC50,True,7.7447274948966935
CHEMBL5286475,5.779891911959945,5.779891911959945,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2C)c1C,5.78,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,1660.0,nM,EC50,True,5.779891911959945
CHEMBL5286479,5.09663874846191,5.09663874846191,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCN(C)C)c2C)c1,5.05,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,8900.0,nM,IC50,True,5.050609993355087
CHEMBL5286515,8.324875990832918,8.324875990832918,CCCC(C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,8.8,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,1.6,nM,IC50,True,8.795880017344075
CHEMBL5286721,6.356547323513812,6.356547323513812,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccnc2OC)c1C,6.36,Antagonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition in rifampicin-induced receptor activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239757,CHEMBL3401,440.0,nM,IC50,True,6.356547323513812
CHEMBL5286999,7.33889035263304,7.33889035263304,CCC[C@@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2OC)c1C,7.85,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,14.0,nM,IC50,True,7.853871964321762
CHEMBL5287048,6.119036080789735,6.119036080789735,COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(OC)c(C(C)(C)C)c3)c2C)c1,6.47,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,340.0,nM,IC50,True,6.468521082957745
CHEMBL5287193,5.420818753952375,5.420818753952375,COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C(C)C)c3)c2C)c1,5.52,Inverse agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as inhibition of receptor basal activity incubated for 24 hrs by luminescence based analysis,CHEMBL5239755,CHEMBL3401,3000.0,nM,IC50,True,5.522878745280337
CHEMBL5287237,6.230713133096572,6.230713133096572,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2c(OC)cccc2OC)c1C,6.62,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,240.0,nM,EC50,True,6.619788758288394
CHEMBL5287498,5.337242168318426,5.337242168318426,CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccc3c(c2)OCO3)c1C,5.34,Agonist activity at human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as transcriptional activation incubated for 24 hrs by luminescence based analysis,CHEMBL5239753,CHEMBL3401,4600.0,nM,EC50,True,5.337242168318426
